Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned	Tumor_Sample_Barcode	Recalibrated
HF104_ET001_D01_4	HF104_ET001_D01_4.bam	61096490	61062318	4135248493	4134887563	16189.7711	102	57.5871	0.0027	112.8842	99.9440688000244	HF104_ET001_D01	No
HF104_RN001_D01.recal	HF104_RN001_D01.recal.bam	159827978	159742923	8318579578	8317788934	12219.2211	92	57.5631	0.0022	227.081	99.9467834098483	HF104_RN001_D01	Yes
HF104_RN001_D01_1	HF104_RN001_D01_1.bam	40703814	40674002	2701496451	2701240967	11282.5151	94	57.6464	0.0023	73.7456	99.9267587061989	HF104_RN001_D01	No
HF104_RN001_D01_2	HF104_RN001_D01_2.bam	40324124	40295326	2677249568	2676996598	11449.5565	94	57.6488	0.0023	73.0837	99.9285836934734	HF104_RN001_D01	No
HF104_RN001_D01_3	HF104_RN001_D01_3.bam	39198226	39169186	2602947504	2602698274	11531.8506	94	57.6495	0.0023	71.0554	99.9259150146234	HF104_RN001_D01	No
HF104_RN001_D01_4	HF104_RN001_D01_4.bam	40405318	40374568	2681860796	2681604176	11939.6258	94	57.6477	0.0024	73.2096	99.9238961564416	HF104_RN001_D01	No
HF105_BB001_D01.recal	HF105_BB001_D01.recal.bam	233156387	233025826	504856536	504690140	135495.9067	116	58.6625	0.0069	945.0526	99.9440028207334	HF105_BB001_D01	Yes
HF105_BB001_D01_3	HF105_BB001_D01_3.bam	237541410	237355031	12689476935	12686124160	71984.6146	129	58.2911	0.0069	23753.7241	99.9215383119937	HF105_BB001_D01	No
HF105_ET001_D01.recal	HF105_ET001_D01.recal.bam	610653174	610329497	28756569730	28753553087	15244.0337	130	57.5812	0.0024	785.047	99.9469949533088	HF105_ET001_D01	Yes
HF105_ET001_D01_1	HF105_ET001_D01_1.bam	614499280	613961992	40585721935	40581434441	13716.3085	132	57.5696	0.0025	1107.9799	99.9125649097587	HF105_ET001_D01	No
HF105_ET001_D02.recal	HF105_ET001_D02.recal.bam	833790256	833317850	1736727065	1736175117	53919.0873	119	58.8457	0.0043	3251.0194	99.9433423457997	HF105_ET001_D02	Yes
HF105_ET001_D02_4	HF105_ET001_D02_4.bam	843096726	842261976	47796496242	47783915565	13985.8903	134	58.331	0.005	89471.3619	99.9009900081144	HF105_ET001_D02	No
HF105_ET002_D01.recal	HF105_ET002_D01.recal.bam	238282120	238139371	10448578327	10447513825	9600.2254	85	57.3805	0.0024	285.2258	99.9400924416822	HF105_ET002_D01	Yes
HF105_ET002_D01_1	HF105_ET002_D01_1.bam	240403950	240168996	14777279875	14775750104	8422.1238	86	57.3996	0.0026	403.3908	99.9022669968609	HF105_ET002_D01	No
HF105_RN001_D02.recal	HF105_RN001_D02.recal.bam	204911066	204802525	9826866590	9825835938	15591.1512	105	57.6195	0.0022	268.271	99.9470301911367	HF105_RN001_D02	Yes
HF105_RN001_D02_1	HF105_RN001_D02_1.bam	206194620	206056786	13842084292	13840624888	14528.8831	108	57.6454	0.0023	377.8854	99.9331534450317	HF105_RN001_D02	No
HF105_RT001_D01.recal	HF105_RT001_D01.recal.bam	241841885	241744123	11325891525	11324295117	6181.975	102	57.5518	0.0022	309.1939	99.9595760676444	HF105_RT001_D01	Yes
HF105_RT001_D01_1	HF105_RT001_D01_1.bam	243359464	243232553	16305813724	16303473600	5586.384	105	57.5793	0.0024	445.1446	99.9478503946738	HF105_RT001_D01	No
HF106_ET001_D01.recal	HF106_ET001_D01.recal.bam	251178136	251062791	13386492189	13385369647	11996.4575	89	57.3942	0.0024	365.4251	99.9540784075251	HF106_ET001_D01	Yes
HF106_ET001_D01_1	HF106_ET001_D01_1.bam	63818242	63778987	4139285940	4138936394	11092.6492	89	57.485	0.0024	112.9944	99.9384893742451	HF106_ET001_D01	No
HF106_ET001_D01_2	HF106_ET001_D01_2.bam	63758382	63720130	4135461754	4135111827	10887.8107	89	57.4842	0.0024	112.89	99.9400047510616	HF106_ET001_D01	No
HF106_ET001_D01_3	HF106_ET001_D01_3.bam	62181570	62142991	4035942754	4035600867	10999.6851	89	57.4868	0.0024	110.1733	99.9379575009122	HF106_ET001_D01	No
HF106_ET001_D01_4	HF106_ET001_D01_4.bam	63156306	63116541	4096308659	4095961430	10823.5909	89	57.4849	0.0025	111.8212	99.9370371661699	HF106_ET001_D01	No
HF106_RN001_D02.recal	HF106_RN001_D02.recal.bam	266961960	266808185	13695178128	13693561067	8157.8932	85	57.4815	0.0023	373.8516	99.9423981603971	HF106_RN001_D02	Yes
HF106_RN001_D02_1	HF106_RN001_D02_1.bam	67802862	67747976	4390503080	4389976638	7172.6984	86	57.5693	0.0023	119.8521	99.9190506147071	HF106_RN001_D02	No
HF106_RN001_D02_2	HF106_RN001_D02_2.bam	67609458	67556777	4377891243	4377369139	7371.504	86	57.5695	0.0023	119.5079	99.9220804284513	HF106_RN001_D02	No
HF106_RN001_D02_3	HF106_RN001_D02_3.bam	65991568	65938470	4275896172	4275384859	7408.9522	86	57.5729	0.0024	116.7236	99.9195382052446	HF106_RN001_D02	No
HF106_RN001_D02_4	HF106_RN001_D02_4.bam	67225300	67169491	4353138803	4352620025	7272.843	86	57.5685	0.0024	118.8322	99.9169821480901	HF106_RN001_D02	No
HF124_ET001_D01.recal	HF124_ET001_D01.recal.bam	145545606	145472618	8092777563	8092043908	19651.8258	97	57.4679	0.0026	220.917	99.9498521446261	HF124_ET001_D01	Yes
HF124_ET001_D01_1	HF124_ET001_D01_1.bam	36956272	36930335	2435500125	2435280183	18625.2282	98	57.5651	0.0027	66.4844	99.9298170551402	HF124_ET001_D01	No
HF124_ET001_D01_2	HF124_ET001_D01_2.bam	36976534	36951817	2436201690	2435980517	19013.0576	98	57.564	0.0026	66.5035	99.9331549030528	HF124_ET001_D01	No
HF124_ET001_D01_3	HF124_ET001_D01_3.bam	36080756	36055694	2378684432	2378466379	18581.0112	98	57.5652	0.0027	64.9334	99.9305391494568	HF124_ET001_D01	No
HF124_ET001_D01_4	HF124_ET001_D01_4.bam	36607396	36581038	2412392618	2412172685	19097.1174	98	57.5612	0.0027	65.8536	99.9279981564381	HF124_ET001_D01	No
HF124_RN001_D01.recal	HF124_RN001_D01.recal.bam	185670668	185566407	8788209376	8787431653	6549.1421	74	57.3861	0.002	239.9009	99.943846273015	HF124_RN001_D01	Yes
HF124_RN001_D01_1	HF124_RN001_D01_1.bam	47257510	47213641	2820918670	2820666731	5872.1735	75	57.474	0.0021	77.0056	99.9071703100735	HF124_RN001_D01	No
HF124_RN001_D01_2	HF124_RN001_D01_2.bam	47099314	47056464	2810991381	2810738239	5974.1611	75	57.4749	0.0021	76.7346	99.9090220294928	HF124_RN001_D01	No
HF124_RN001_D01_3	HF124_RN001_D01_3.bam	45765716	45723211	2734339142	2734091403	5675.8837	75	57.4769	0.0021	74.6421	99.9071248005822	HF124_RN001_D01	No
HF124_RN001_D01_4	HF124_RN001_D01_4.bam	46843814	46799338	2797124788	2796870959	5824.031	75	57.4721	0.0021	76.356	99.9050546994316	HF124_RN001_D01	No
HF125_ET001_D02.recal	HF125_ET001_D02.recal.bam	226008793	225880944	9977438072	9976426820	19235.5203	86	57.3609	0.0023	272.3645	99.9434318469193	HF125_ET001_D02	Yes
HF125_ET001_D02_3	HF125_ET001_D02_3.bam	227655902	227314642	14387301392	14385825933	17815.7151	87	57.3895	0.0025	392.7452	99.8500983295395	HF125_ET001_D02	No
HF125_RN001_D02.recal	HF125_RN001_D02.recal.bam	212923197	212780003	10095674812	10094466986	25500.2199	101	57.5809	0.0023	275.5922	99.9327485205851	HF125_RN001_D02	Yes
HF125_RN001_D02_1	HF125_RN001_D02_1.bam	214623766	214418616	13736055459	13734393884	23802.5952	102	57.6012	0.0025	374.9674	99.9044141271848	HF125_RN001_D02	No
HF127_ET001_D02.recal	HF127_ET001_D02.recal.bam	274336636	274214248	15159156958	15157571189	20198.4246	105	57.5074	0.0025	413.8153	99.9553876573744	HF127_ET001_D02	Yes
HF127_ET001_D02_1	HF127_ET001_D02_1.bam	69653270	69611373	4686161467	4685667908	18801.6271	105	57.596	0.0026	127.923	99.9398491987526	HF127_ET001_D02	No
HF127_ET001_D02_2	HF127_ET001_D02_2.bam	69414994	69374283	4670383347	4669894623	19205.6195	105	57.6007	0.0025	127.4923	99.9413512878788	HF127_ET001_D02	No
HF127_ET001_D02_3	HF127_ET001_D02_3.bam	67810256	67768959	4562247456	4561770927	19302.9899	106	57.5999	0.0026	124.5404	99.9390991828729	HF127_ET001_D02	No
HF127_ET001_D02_4	HF127_ET001_D02_4.bam	69081780	69038765	4647131794	4646644447	18921.2062	105	57.5989	0.0026	126.8576	99.9377332199604	HF127_ET001_D02	No
HF127_RN001_D02.recal	HF127_RN001_D02.recal.bam	297466172	297318067	15799969119	15798139472	17448.9851	98	57.5629	0.0022	431.3083	99.9502111453534	HF127_RN001_D02	Yes
HF127_RN001_D02_1	HF127_RN001_D02_1.bam	75676092	75626265	5075796802	5075205913	16307.206	99	57.6613	0.0023	138.5593	99.934157540799	HF127_RN001_D02	No
HF127_RN001_D02_2	HF127_RN001_D02_2.bam	75026368	74978460	5032785921	5032198991	16758.7308	99	57.661	0.0022	137.3852	99.936145116341	HF127_RN001_D02	No
HF127_RN001_D02_3	HF127_RN001_D02_3.bam	73243964	73195761	4913807836	4913233714	16883.4905	99	57.6612	0.0023	134.1373	99.9341884336025	HF127_RN001_D02	No
HF127_RN001_D02_4	HF127_RN001_D02_4.bam	75314614	75263254	5051006831	5050416786	15983.7881	99	57.6597	0.0023	137.8826	99.9318060635616	HF127_RN001_D02	No
HF132_ET001_D01.recal	HF132_ET001_D01.recal.bam	295380145	295254292	13897517328	13896011268	8894.2224	104	57.5176	0.0024	379.3987	99.9573928708038	HF132_ET001_D01	Yes
HF132_ET001_D01_1	HF132_ET001_D01_1.bam	297475562	297315395	19864239714	19862063464	7900.1792	107	57.5407	0.0026	542.2887	99.9461579301092	HF132_ET001_D01	No
HF132_ET001_D02.recal	HF132_ET001_D02.recal.bam	541003579	540737635	628625490	628353976	131577.4241	133	58.8004	0.005	1176.7385	99.9508424693804	HF132_ET001_D02	Yes
HF132_ET001_D02_4	HF132_ET001_D02_4.bam	549312906	548877812	29986807682	29976638002	47663.1938	144	58.3336	0.0053	56132.9958	99.9207930497814	HF132_ET001_D02	No
HF132_RN001_D01.recal	HF132_RN001_D01.recal.bam	407950303	407775056	18058068375	18056083292	12722.9613	101	57.5662	0.0021	492.9807	99.9570420713721	HF132_RN001_D01	Yes
HF132_RN001_D01_1	HF132_RN001_D01_1.bam	410455358	410233883	27001006572	26998006406	11538.9245	105	57.5963	0.0023	737.1206	99.9460416350564	HF132_RN001_D01	No
HF132_RT001_D01.recal	HF132_RT001_D01.recal.bam	297485549	297374861	14411218895	14409388930	8145.3652	106	57.5538	0.0024	393.4226	99.962792142216	HF132_RT001_D01	Yes
HF132_RT001_D01_1	HF132_RT001_D01_1.bam	299485030	299348020	19826221108	19823672212	7561.6976	108	57.5751	0.0025	541.2508	99.9542514695977	HF132_RT001_D01	No
HF134_ET001_D01.recal	HF134_ET001_D01.recal.bam	165402082	165338042	7108495619	7107753356	9287.4041	86	57.4054	0.0024	194.0601	99.9612822285998	HF134_ET001_D01	Yes
HF134_ET001_D01_1	HF134_ET001_D01_1.bam	166674658	166594104	10658255308	10657118148	8343.7029	89	57.4576	0.0026	290.9677	99.9516699173308	HF134_ET001_D01	No
HF134_RN001_D01.recal	HF134_RN001_D01.recal.bam	249216652	249097407	10857485388	10856297596	6355.0373	83	57.4703	0.0022	296.4066	99.9521520736905	HF134_RN001_D01	Yes
HF134_RN001_D01_1	HF134_RN001_D01_1.bam	251000124	250852751	15945594386	15943816588	5376.4671	85	57.5145	0.0023	435.3107	99.9412856863768	HF134_RN001_D01	No
HF134_RT001_D01.recal	HF134_RT001_D01.recal.bam	304294406	304182790	13585839480	13583970097	5677.625	87	57.4175	0.0023	370.89	99.9633197331929	HF134_RT001_D01	Yes
HF134_RT001_D01_1	HF134_RT001_D01_1.bam	306298094	306159783	19710193963	19707437397	4958.35	88	57.4519	0.0025	538.0833	99.9548443158122	HF134_RT001_D01	No
HF136_ET001_D01.recal	HF136_ET001_D01.recal.bam	207684664	207590309	10979586409	10978661248	8499.7857	81	57.3538	0.0023	299.7212	99.9545681427879	HF136_ET001_D01	Yes
HF136_ET001_D01_1	HF136_ET001_D01_1.bam	53059516	53023132	3293760448	3293483014	7760.3964	80	57.4325	0.0024	89.9132	99.9314279459315	HF136_ET001_D01	No
HF136_ET001_D01_2	HF136_ET001_D01_2.bam	52520248	52484910	3260725165	3260449390	7942.0895	80	57.4291	0.0023	89.0114	99.9327154738492	HF136_ET001_D01	No
HF136_ET001_D01_3	HF136_ET001_D01_3.bam	50846128	50811601	3159362347	3159094128	8013.4793	81	57.4341	0.0024	86.2444	99.9320951243328	HF136_ET001_D01	No
HF136_ET001_D01_4	HF136_ET001_D01_4.bam	52602672	52565826	3266723533	3266445822	7704.5474	80	57.4298	0.0024	89.1752	99.9299541285659	HF136_ET001_D01	No
HF136_RN001_D01.recal	HF136_RN001_D01.recal.bam	157310429	157227310	8103953826	8103251606	7556.2575	78	57.437	0.0021	221.2221	99.947162435111	HF136_RN001_D01	Yes
HF136_RN001_D01_1	HF136_RN001_D01_1.bam	40007680	39974029	2445616743	2445404448	6967.0277	78	57.5127	0.0022	66.7606	99.9158886493793	HF136_RN001_D01	No
HF136_RN001_D01_2	HF136_RN001_D01_2.bam	39856128	39823512	2435976873	2435764837	7077.8058	78	57.5117	0.0022	66.4974	99.9181656582396	HF136_RN001_D01	No
HF136_RN001_D01_3	HF136_RN001_D01_3.bam	38758646	38726265	2371290099	2371080696	6934.8635	78	57.5118	0.0022	64.7316	99.9164547698596	HF136_RN001_D01	No
HF136_RN001_D01_4	HF136_RN001_D01_4.bam	39663824	39629441	2424415143	2424203613	7126.8797	78	57.5098	0.0022	66.1818	99.9133139558102	HF136_RN001_D01	No
HF149_ET001_D01.recal	HF149_ET001_D01.recal.bam	141123009	141061462	7670703798	7670016458	17750.4039	93	57.4085	0.0025	209.3952	99.9563876929523	HF149_ET001_D01	Yes
HF149_ET001_D01_1	HF149_ET001_D01_1.bam	36028750	36007040	2381816857	2381602401	16948.6604	94	57.4846	0.0025	65.0189	99.9397425667002	HF149_ET001_D01	No
HF149_ET001_D01_2	HF149_ET001_D01_2.bam	35660662	35639495	2357476446	2357261902	16834.7559	94	57.4856	0.0025	64.3545	99.9406432780188	HF149_ET001_D01	No
HF149_ET001_D01_3	HF149_ET001_D01_3.bam	34648412	34627361	2291745504	2291537753	16715.6822	94	57.4852	0.0025	62.5602	99.9392439688145	HF149_ET001_D01	No
HF149_ET001_D01_4	HF149_ET001_D01_4.bam	35743328	35721170	2363307581	2363094019	17181.5511	94	57.4866	0.0026	64.5137	99.9380080108937	HF149_ET001_D01	No
HF149_RN001_D01.recal	HF149_RN001_D01.recal.bam	219234165	219137470	10078580894	10077776132	10573.1008	78	57.3604	0.002	275.1255	99.9558941919477	HF149_RN001_D01	Yes
HF149_RN001_D01_1	HF149_RN001_D01_1.bam	55796170	55750527	3489540829	3489254154	9449.7286	79	57.459	0.0021	95.2576	99.9181968941596	HF149_RN001_D01	No
HF149_RN001_D01_2	HF149_RN001_D01_2.bam	55478094	55433643	3469487720	3469209749	9154.6861	79	57.4569	0.002	94.7102	99.9198764831395	HF149_RN001_D01	No
HF149_RN001_D01_3	HF149_RN001_D01_3.bam	53983722	53940390	3378952082	3378673961	9323.6204	79	57.461	0.0021	92.2388	99.9197313590197	HF149_RN001_D01	No
HF149_RN001_D01_4	HF149_RN001_D01_4.bam	55360888	55314997	3462716084	3462436218	9197.1049	79	57.4575	0.0021	94.5254	99.9171057371768	HF149_RN001_D01	No
HF152_ET001_D01.recal	HF152_ET001_D01.recal.bam	246795420	246687210	11279527797	11278496993	14824.4869	97	57.4597	0.0025	307.9282	99.956153967525	HF152_ET001_D01	Yes
HF152_ET001_D01_1	HF152_ET001_D01_1.bam	248292086	248157421	16444659432	16443155602	13602.946	100	57.4909	0.0026	448.935	99.9457634747166	HF152_ET001_D01	No
HF152_RN001_D01.recal	HF152_RN001_D01.recal.bam	476224503	475896682	21652738064	21650043437	15868.2877	118	57.6373	0.0025	591.1142	99.9311625088724	HF152_RN001_D01	Yes
HF152_RN001_D01_1	HF152_RN001_D01_1.bam	479493978	479031429	31968708488	31964713243	14343.1005	122	57.6429	0.0026	872.7376	99.9035339292624	HF152_RN001_D01	No
HF152_RT001_D01.recal	HF152_RT001_D01.recal.bam	245501553	245403493	12429300453	12427625919	8225.762	102	57.5398	0.0024	339.3167	99.9600572791489	HF152_RT001_D01	Yes
HF152_RT001_D01_1	HF152_RT001_D01_1.bam	246947866	246828094	16579525133	16577276465	7578.608	104	57.559	0.0025	452.6168	99.9514990747075	HF152_RT001_D01	No
HF159_ET001_D01.recal	HF159_ET001_D01.recal.bam	284722331	284602810	12285345773	12284172971	8894.986	90	57.4173	0.0025	335.3868	99.9580219087206	HF159_ET001_D01	Yes
HF159_ET001_D01_1	HF159_ET001_D01_1.bam	286904082	286751442	18569685599	18567891500	7892.4603	93	57.4589	0.0026	506.9477	99.9467975502698	HF159_ET001_D01	No
HF159_ET001_D02.recal	HF159_ET001_D02.recal.bam	303392952	303234357	11470240265	11469081010	14434.1878	84	57.3708	0.0025	313.1151	99.9477262082212	HF159_ET001_D02	Yes
HF159_ET001_D02_1	HF159_ET001_D02_1.bam	305590064	305257385	20105775496	20103692782	12603.7505	87	57.4148	0.0028	548.8483	99.8911355311605	HF159_ET001_D02	No
HF159_RN001_D01.recal	HF159_RN001_D01.recal.bam	244057874	243937957	10786106680	10784978171	10238.5882	88	57.5041	0.0024	294.458	99.9508653427015	HF159_RN001_D01	Yes
HF159_RN001_D01_1	HF159_RN001_D01_1.bam	245573976	245423949	15827620885	15825945588	9348.4469	91	57.547	0.0025	432.09	99.938907614543	HF159_RN001_D01	No
HF159_RT001_D01.recal	HF159_RT001_D01.recal.bam	266579332	266469097	11987923032	11986076468	7061.3807	87	57.4228	0.0026	327.2672	99.958648332122	HF159_RT001_D01	Yes
HF159_RT001_D01_1	HF159_RT001_D01_1.bam	268243104	268108052	17289748148	17287028503	6397.0958	89	57.4616	0.0027	472.0057	99.9496531325554	HF159_RT001_D01	No
HF168_ET001_D01.recal	HF168_ET001_D01.recal.bam	189897842	189776600	8710812452	8710091257	13511.0421	91	57.4028	0.0031	237.803	99.9361540927885	HF168_ET001_D01	Yes
HF168_ET001_D01_1	HF168_ET001_D01_1.bam	191097966	190865196	12367182330	12366150236	12461.928	93	57.4192	0.0034	337.6209	99.8781933660142	HF168_ET001_D01	No
HF168_RN001_D01.recal	HF168_RN001_D01.recal.bam	259072451	258865476	10056951419	10055927231	10465.6361	88	57.4614	0.0027	274.5522	99.9201092207214	HF168_RN001_D01	Yes
HF168_RN001_D01_1	HF168_RN001_D01_1.bam	260833126	260449023	17013835359	17012058822	9240.9691	92	57.4723	0.0032	464.4734	99.8527399468425	HF168_RN001_D01	No
HF169_ET001_D01.recal	HF169_ET001_D01.recal.bam	236936807	236775973	10727500236	10726572645	14128.9838	97	57.4318	0.0033	292.858	99.9321194532684	HF169_ET001_D01	Yes
HF169_ET001_D01_1	HF169_ET001_D01_1.bam	238870292	238549121	15781243170	15779856339	13105.172	100	57.4304	0.0038	430.8239	99.8655458586704	HF169_ET001_D01	No
HF169_RN001_D01.recal	HF169_RN001_D01.recal.bam	172121771	171981176	7518984181	7518178147	8576.2457	91	57.5256	0.0032	205.2663	99.918316550438	HF169_RN001_D01	Yes
HF169_RN001_D01_1	HF169_RN001_D01_1.bam	173200330	172952871	11526955655	11525708365	7893.2648	95	57.5311	0.0037	314.6829	99.857125560904	HF169_RN001_D01	No
HF170_BA006_D01.recal	HF170_BA006_D01.recal.bam	328666766	328470055	1179986001	1179615062	113409.3141	141	58.6672	0.0052	2208.843	99.9401488010504	HF170_BA006_D01	Yes
HF170_BA006_D01_3	HF170_BA006_D01_3.bam	333626070	333338796	17146038436	17141345621	66605.7924	149	58.2641	0.0058	32096.0642	99.9138934196599	HF170_BA006_D01	No
HF170_BA007_D01.recal	HF170_BA007_D01.recal.bam	409586816	409294664	792701484	792421462	152850.2021	133	58.6053	0.006	1483.8762	99.92867153224	HF170_BA007_D01	Yes
HF170_BA007_D01_3	HF170_BA007_D01_3.bam	416599544	416096238	21108826731	21102587847	82195.4252	145	58.239	0.0063	39514.0988	99.879187097718	HF170_BA007_D01	No
HF170_BA009_D01.recal	HF170_BA009_D01.recal.bam	323728563	323541589	1116234779	1115849671	147522.9469	142	58.6414	0.0056	2089.5056	99.9422435888056	HF170_BA009_D01	Yes
HF170_BA009_D01_3	HF170_BA009_D01_3.bam	329194248	328934721	16517721447	16512916409	88378.5864	150	58.2661	0.0061	30919.9031	99.9211629602957	HF170_BA009_D01	No
HF170_BA019_D01.recal	HF170_BA019_D01.recal.bam	355074008	354879084	939233488	938905515	123692.3985	136	58.6832	0.0056	1758.1728	99.9451032754839	HF170_BA019_D01	Yes
HF170_BA019_D01_3	HF170_BA019_D01_3.bam	360451360	360175884	18716142541	18710774614	63059.2482	145	58.2799	0.006	35035.1782	99.9235747092201	HF170_BA019_D01	No
HF170_BB001_D01.recal	HF170_BB001_D01.recal.bam	374089803	373856663	1232590084	1232147382	109849.8957	147	58.6945	0.0052	2307.3138	99.9376780660338	HF170_BB001_D01	Yes
HF170_BB001_D01_3	HF170_BB001_D01_3.bam	379157322	378802134	19106734536	19100982072	56490.8202	153	58.2761	0.0058	35766.3363	99.9063217352295	HF170_BB001_D01	No
HF170_ET001_D01.recal	HF170_ET001_D01.recal.bam	298493516	298356594	14392443967	14391086240	14554.2164	103	57.4868	0.0025	392.91	99.954128986842	HF170_ET001_D01	Yes
HF170_ET001_D01_1	HF170_ET001_D01_1.bam	300367358	300194045	19510295564	19508451772	13297.2635	105	57.5058	0.0026	532.6261	99.9422996556104	HF170_ET001_D01	No
HF170_ET001_D02.recal	HF170_ET001_D02.recal.bam	415775706	415563740	904553852	904275142	46219.5075	95	58.8714	0.0043	1693.2552	99.9490191473573	HF170_ET001_D02	Yes
HF170_ET001_D02_4	HF170_ET001_D02_4.bam	420946462	420583791	23591594613	23585169730	13172.0141	108	58.3687	0.0049	44161.6492	99.9138439130057	HF170_ET001_D02	No
HF170_RN001_D01.recal	HF170_RN001_D01.recal.bam	282851544	282708778	13748330214	13746881135	9243.2549	94	57.5462	0.0021	375.3259	99.9495261726413	HF170_RN001_D01	Yes
HF170_RN001_D01_1	HF170_RN001_D01_1.bam	284549968	284376298	18388010352	18386062050	8305.1789	96	57.5665	0.0023	501.988	99.9389667828042	HF170_RN001_D01	No
HF170_RT001_D01.recal	HF170_RT001_D01.recal.bam	334783491	334652539	16463142755	16460990724	9387.4613	104	57.531	0.0023	449.4396	99.9608845706194	HF170_RT001_D01	Yes
HF170_RT001_D01_1	HF170_RT001_D01_1.bam	336756122	336597354	22103710148	22100800830	8627.9057	105	57.5498	0.0024	603.4256	99.9528537153068	HF170_RT001_D01	No
HF175_ET001_D01.recal	HF175_ET001_D01.recal.bam	49200464	49172257	672478102	672432159	4713.0978	55	56.8114	0.002	18.3573	99.9426692398673	HF175_ET001_D01	Yes
HF175_ET001_D01_1	HF175_ET001_D01_1.bam	49809832	49739234	2628483372	2628280461	2879.2224	61	56.9852	0.0024	71.7525	99.8582649305061	HF175_ET001_D01	No
HF175_RN001_D01.recal	HF175_RN001_D01.recal.bam	75782517	75708958	1705723416	1705613342	3233.3163	57	57.0395	0.0023	46.5629	99.9029340764704	HF175_RN001_D01	Yes
HF175_RN001_D01_1	HF175_RN001_D01_1.bam	76813104	76494162	3831132226	3830851102	2167.6627	61	57.2037	0.0025	104.5824	99.5847817841081	HF175_RN001_D01	No
HF176_ET001_D02.recal	HF176_ET001_D02.recal.bam	156955546	156881356	6874929569	6874278882	3863.6767	73	57.2784	0.0026	187.6721	99.9527318391158	HF176_ET001_D02	Yes
HF176_ET001_D02_1	HF176_ET001_D02_1.bam	40146220	40116426	2404871299	2404634606	3304.232	74	57.3809	0.0027	65.6483	99.9257862882234	HF176_ET001_D02	No
HF176_ET001_D02_2	HF176_ET001_D02_2.bam	39812198	39782854	2384030480	2383798762	3311.1154	74	57.3821	0.0027	65.0794	99.926293946393	HF176_ET001_D02	No
HF176_ET001_D02_3	HF176_ET001_D02_3.bam	38525110	38496456	2309295201	2309067454	3319.5892	74	57.3799	0.0027	63.0392	99.9256225355359	HF176_ET001_D02	No
HF176_ET001_D02_4	HF176_ET001_D02_4.bam	39789434	39758925	2383879373	2383646261	3339.0811	74	57.3801	0.0027	65.0752	99.9233238653257	HF176_ET001_D02	No
HF176_RN001_D02.recal	HF176_RN001_D02.recal.bam	132491876	132438663	4521949323	4521506598	5466.7878	70	57.3298	0.0023	123.4404	99.9598367827474	HF176_RN001_D02	Yes
HF176_RN001_D02_1	HF176_RN001_D02_1.bam	33646874	33626009	2020945944	2020736678	4659.6912	75	57.4809	0.0024	55.1679	99.9379882957329	HF176_RN001_D02	No
HF176_RN001_D02_2	HF176_RN001_D02_2.bam	33677190	33657231	2022951670	2022743216	5033.3715	75	57.4825	0.0024	55.2226	99.9407343664956	HF176_RN001_D02	No
HF176_RN001_D02_3	HF176_RN001_D02_3.bam	32762194	32742179	1969286260	1969084576	4920.6134	75	57.4852	0.0025	53.7577	99.9389082428362	HF176_RN001_D02	No
HF176_RN001_D02_4	HF176_RN001_D02_4.bam	33361384	33340320	2003879605	2003672737	4704.4761	75	57.4825	0.0025	54.702	99.9368611326197	HF176_RN001_D02	No
HF177_ET001_D02.recal	HF177_ET001_D02.recal.bam	51121204	51081667	1544523312	1544433719	2727.0742	58	57.0844	0.0019	42.1625	99.9226602722424	HF177_ET001_D02	Yes
HF177_ET001_D02_1	HF177_ET001_D02_1.bam	51899988	51631866	2683747266	2683584890	2097.9262	60	57.1514	0.0021	73.2611	99.4833871637889	HF177_ET001_D02	No
HF177_RN001_D03.recal	HF177_RN001_D03.recal.bam	30718137	30683258	864214940	864162613	3915.0125	57	57.1444	0.0016	23.5914	99.8864547026403	HF177_RN001_D03	Yes
HF177_RN001_D03_1	HF177_RN001_D03_1.bam	31464882	30969808	1564936829	1564838714	2952.9036	59	57.2215	0.0017	42.7197	98.4265823720553	HF177_RN001_D03	No
HF178_ET001_D01.recal	HF178_ET001_D01.recal.bam	237756861	237619095	6147815294	6147366866	4735.1034	65	57.0728	0.0027	167.8338	99.9420559308276	HF178_ET001_D01	Yes
HF178_ET001_D01_1	HF178_ET001_D01_1.bam	92835750	92734595	5293179173	5292772518	3778.9069	69	57.2419	0.0031	144.5024	99.8910387431566	HF178_ET001_D01	No
HF178_ET001_D01_2	HF178_ET001_D01_2.bam	89595156	89510651	5082656670	5082256172	3530.2487	69	57.2439	0.003	138.7552	99.905681284823	HF178_ET001_D01	No
HF178_ET001_D01_3	HF178_ET001_D01_3.bam	57281774	57225514	3266161724	3265906757	3523.7962	69	57.2636	0.0031	89.1654	99.9017837680795	HF178_ET001_D01	No
HF178_RN001_D01.recal	HF178_RN001_D01.recal.bam	184893441	184750615	4457344450	4457018387	5060.1095	62	57.1328	0.0024	121.6844	99.9227522624775	HF178_RN001_D01	Yes
HF178_RN001_D01_1	HF178_RN001_D01_1.bam	74464230	74334317	4138071897	4137743537	3584.5181	67	57.3152	0.0028	112.9683	99.825536368267	HF178_RN001_D01	No
HF178_RN001_D01_2	HF178_RN001_D01_2.bam	66877228	66770542	3700913713	3700620273	3675.2001	66	57.3199	0.0026	101.034	99.8404748474324	HF178_RN001_D01	No
